url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://huflit.edu.vn/vi/tin-tuc/thong-bao-ve-viec-dong-hoc-phi-nam-hoc-2026-2027/,huflit-tuition-notice-2026-2027,Thông báo đóng học phí năm học 2026-2027 HUFLIT,student,financial-affairs,tuition,vi,2026.1,public-source
https://tuyensinh.hvtc.edu.vn/Thong-bao-Ve-viec-thu-hoc-phi-hoc-lai-hoc-cai-thien-diem-hoc-bu-Dot-1-hoc-ky-1-nam-hoc-2026--2027-doi-voi-sinh-vien-cac-he-dao-tao-_34266.html,hvtc-retake-tuition-notice,Thông báo thu học phí học lại học cải thiện HVTC,student,academic-affairs,tuition,vi,2026.1,public-source
https://sinhvien.giadinh.edu.vn/sinh-vien/tin-tuc/thong-bao-ve-viec-huong-dan-thuc-hien-dong-hoc-phi-theo-quyet-dinh-so-225-2026-qd-gdu.html,gdu-tuition-instructions-qd225,Thông báo hướng dẫn nộp học phí theo QĐ 225 GDU,student,student-affairs,tuition,vi,2026.1,public-source
https://khtc.uit.edu.vn/,uit-khtc-tuition-portal,Trang thông tin học phí phòng KHTC UIT,student,financial-affairs,tuition,vi,2026.1,public-source
https://fpo.hcmute.edu.vn/?TopicId=b252eba2-22f6-49b7-9a77-0cfa3d31377d,hcmute-tuition-policy-notice,Thông báo chính sách đóng học phí HCMUTE,student,financial-affairs,tuition,vi,2026.1,public-source
